id,season_no,house,action,success,detail
2721,116,Cameron,Expand,1,Whitby
2722,116,Bird,Correspond,1,Proulx
2723,116,Cardinal,Cultivate influence,0,
2724,116,Rouleau,Invest,1,
2725,116,Hendrie,Petition elevation,0,
2726,116,Bhullar,Consolidate (rest),1,
2727,116,Pegahmagabow,Correspond,1,Beauvais
2728,116,Byrne,Propose compact,0,
2729,116,Meagher 2,Cultivate influence,1,
2730,116,Marchand,Cultivate influence,1,
2731,116,Skye,Consolidate (rest),1,
2732,116,Proulx,Correspond,1,Bird
2733,116,Worts,Invest,1,
2734,116,Colby,Correspond,0,
2735,116,Gillies,Invest,1,
2736,116,Lucas,Cede / swap,1,Worts
2737,116,Dawes,Correspond,0,
2738,116,Wallace 2,Cultivate influence,1,
2739,116,Turgeon,Cultivate influence,1,
2740,116,Gillies 2,Invest,1,
2741,116,Furlong,Invest,1,
2742,116,Beauvais,Correspond,1,Stefaniuk
2743,116,Smoke,Expand,1,Barrie—Springwater—Oro-Medonte
2744,116,Benjamin 2,Invest,1,
2745,116,Chapais,Cultivate influence,0,
2746,116,Rouleau 2,Correspond,1,Marchand
2747,116,Dickson,Name heir,1,
2748,116,Langelier 2,Consolidate (rest),1,
2749,116,Stefaniuk 2,Expand,1,Swift Current—Grasslands—Kindersley
2750,116,Uniacke,Expand,1,Oshawa
2751,116,Jarvis,Invest,1,
2752,116,Stefaniuk 3,Consolidate (rest),1,
2753,117,Elliott,Cultivate influence,0,
2754,117,Wallace,Invest,1,
2755,117,Stefaniuk,Invest,1,
2756,117,Benjamin,Invest,1,
2757,117,Mercier,Correspond,1,Hoover
2758,117,Bouchard,Expand,0,
2759,117,Hays,Petition elevation,0,
2760,117,McLellan,Cultivate influence,0,
2761,117,Cornwall,Correspond,1,Stefaniuk 3
2762,117,Langelier,Endow,1,
2763,117,Meagher,Invest,1,
2764,117,Hoover,Petition elevation,0,
2765,117,Rochon,Cultivate influence,1,
2766,117,Patterson,Propose compact,0,
2767,117,Cameron,Invest,1,
2768,117,Bird,Invest,1,
2769,117,Cardinal,Correspond,1,Beauvais
2770,117,Rouleau,Propose compact,0,
2771,117,Hendrie,Cultivate influence,1,
2772,117,Bhullar,Cultivate influence,0,
2773,117,Pegahmagabow,Invest,1,
2774,117,Byrne,Invest,1,
2775,117,Meagher 2,Cultivate influence,1,
2776,117,Marchand,Cultivate influence,1,
2777,117,Skye,Cultivate influence,0,
2778,117,Proulx,Invest,1,
2779,117,Worts,Consolidate (rest),1,
2780,117,Colby,Cultivate influence,0,
2781,117,Gillies,Invest,1,
2782,117,Lucas,Invest,1,
2783,117,Dawes,Propose compact,0,
2784,117,Wallace 2,Invest,1,
2785,117,Turgeon,Marriage alliance,1,Patterson
2786,117,Gillies 2,Cultivate influence,1,
2787,117,Furlong,Correspond,1,Meagher 2
2788,117,Beauvais,Correspond,1,Cardinal
2789,117,Smoke,Correspond,0,
2790,117,Benjamin 2,Expand,0,
2791,117,Chapais,Invest,1,
2792,117,Rouleau 2,Cultivate influence,1,
2793,117,Dickson,Invest,1,
2794,117,Langelier 2,Name heir,1,
2795,117,Stefaniuk 2,Expand,1,Desnethé—Missinippi—Churchill River
2796,117,Uniacke,Cultivate influence,1,
2797,117,Jarvis,Expand,1,Toronto Centre
2798,117,Stefaniuk 3,Consolidate (rest),1,
2799,117,Dyck,Cultivate influence,0,
2800,117,Cornwall 2,Correspond,1,Stefaniuk 2
2801,118,Elliott,Consolidate (rest),1,
2802,118,Wallace,Correspond,1,Meagher
2803,118,Stefaniuk,Invest,1,
2804,118,Benjamin,Cultivate influence,1,
2805,118,Mercier,Correspond,1,Skye
2806,118,Bouchard,Cultivate influence,0,
2807,118,Hays,Invest,1,
2808,118,McLellan,Invest,1,
2809,118,Cornwall,Propose compact,0,
2810,118,Langelier,Invest,1,
2811,118,Meagher,Invest,1,
2812,118,Hoover,Cultivate influence,1,
2813,118,Rochon,Marriage alliance,1,Wallace 2
2814,118,Patterson,Expand,1,Rimouski—La Matapédia
2815,118,Cameron,Expand,0,
2816,118,Bird,Cultivate influence,0,
2817,118,Cardinal,Cultivate influence,0,
2818,118,Rouleau,Cultivate influence,1,
2819,118,Hendrie,Petition elevation,0,
2820,118,Bhullar,Cultivate influence,1,
2821,118,Pegahmagabow,Propose compact,1,Beauvais
2822,118,Byrne,Invest,1,
2823,118,Meagher 2,Cultivate influence,1,
2824,118,Marchand,Invest,1,
2825,118,Skye,Propose compact,0,
2826,118,Proulx,Cultivate influence,1,
2827,118,Worts,Correspond,1,Furlong
2828,118,Colby,Consolidate (rest),1,
2829,118,Gillies,Invest,1,
2830,118,Lucas,Propose compact,0,
2831,118,Dawes,Cultivate influence,1,
2832,118,Wallace 2,Reconcile,1,Lucas
2833,118,Turgeon,Correspond,1,Meagher
2834,118,Gillies 2,Invest,1,
2835,118,Furlong,Invest,1,
2836,118,Beauvais,Dispute,0,Benjamin 2
2837,118,Smoke,Invest,1,
2838,118,Benjamin 2,Dispute,1,Turgeon
2839,118,Chapais,Cultivate influence,1,
2840,118,Rouleau 2,Cultivate influence,1,
2841,118,Dickson,Correspond,1,Rouleau 2
2842,118,Langelier 2,Cultivate influence,1,
2843,118,Stefaniuk 2,Name heir,1,
2844,118,Uniacke,Invest,1,
2845,118,Jarvis,Correspond,1,Skye
2846,118,Stefaniuk 3,Invest,1,
2847,118,Dyck,Invest,1,
2848,118,Cornwall 2,Name heir,1,
2849,118,Shawanaga,Invest,1,
2850,119,Elliott,Correspond,1,Rouleau 2
2851,119,Wallace,Invest,1,
2852,119,Stefaniuk,Consolidate (rest),1,
2853,119,Benjamin,Dispute,0,Mercier
2854,119,Mercier,Invest,1,
2855,119,Bouchard,Correspond,0,
2856,119,Hays,Dispute,1,Furlong
2857,119,McLellan,Name heir,1,
2858,119,Cornwall,Consolidate (rest),1,
2859,119,Langelier,Invest,1,
2860,119,Meagher,Propose compact,0,
2861,119,Hoover,Consolidate (rest),1,
2862,119,Rochon,Petition elevation,1,
2863,119,Patterson,Cultivate influence,1,
2864,119,Cameron,Invest,1,
2865,119,Bird,Invest,1,
2866,119,Cardinal,Cultivate influence,1,
2867,119,Rouleau,Invest,1,
2868,119,Hendrie,Petition elevation,1,
2869,119,Bhullar,Invest,1,
2870,119,Pegahmagabow,Petition elevation,0,
2871,119,Byrne,Invest,1,
2872,119,Meagher 2,Propose compact,1,Lucas
2873,119,Marchand,Petition elevation,0,
2874,119,Skye,Invest,1,
2875,119,Proulx,Cede / swap,1,Turgeon
2876,119,Worts,Cultivate influence,0,
2877,119,Colby,Reconcile,0,
2878,119,Gillies,Petition elevation,0,
2879,119,Lucas,Reconcile,0,
2880,119,Dawes,Consolidate (rest),1,
2881,119,Wallace 2,Correspond,1,Turgeon
2882,119,Turgeon,Invest,1,
2883,119,Gillies 2,Cultivate influence,0,
2884,119,Furlong,Cultivate influence,1,
2885,119,Beauvais,Consolidate (rest),1,
2886,119,Smoke,Consolidate (rest),1,
2887,119,Benjamin 2,Dispute,0,Beauvais
2888,119,Chapais,Consolidate (rest),1,
2889,119,Rouleau 2,Correspond,1,Proulx
2890,119,Dickson,Cultivate influence,1,
2891,119,Langelier 2,Cultivate influence,0,
2892,119,Stefaniuk 2,Correspond,1,Cornwall 2
2893,119,Uniacke,Invest,1,
2894,119,Jarvis,Consolidate (rest),1,
2895,119,Stefaniuk 3,Propose compact,0,
2896,119,Dyck,Expand,0,
2897,119,Cornwall 2,Propose compact,1,Stefaniuk 2
2898,119,Shawanaga,Invest,1,
2899,120,Elliott,Cultivate influence,0,
2900,120,Wallace,Invest,1,
2901,120,Stefaniuk,Petition elevation,1,
2902,120,Benjamin,Petition elevation,0,
2903,120,Mercier,Cultivate influence,1,
2904,120,Bouchard,Consolidate (rest),1,
2905,120,Hays,Cultivate influence,1,
2906,120,McLellan,Correspond,1,Langelier
2907,120,Cornwall,Invest,1,
2908,120,Langelier,Invest,1,
2909,120,Meagher,Correspond,0,
2910,120,Hoover,Consolidate (rest),1,
2911,120,Rochon,Correspond,0,
2912,120,Patterson,Cultivate influence,1,
2913,120,Cameron,Invest,1,
2914,120,Bird,Cultivate influence,0,
2915,120,Cardinal,Correspond,1,Byrne
2916,120,Rouleau,Endow,1,
2917,120,Hendrie,Cultivate influence,1,
2918,120,Bhullar,Correspond,1,Stefaniuk 3
2919,120,Pegahmagabow,Correspond,1,Meagher
2920,120,Byrne,Correspond,0,
2921,120,Meagher 2,Name heir,1,
2922,120,Marchand,Cultivate influence,1,
2923,120,Skye,Cultivate influence,0,
2924,120,Proulx,Cultivate influence,1,
2925,120,Worts,Correspond,1,Furlong
2926,120,Colby,Correspond,1,Uniacke
2927,120,Gillies,Petition elevation,1,
2928,120,Lucas,Cultivate influence,0,
2929,120,Dawes,Invest,1,
2930,120,Wallace 2,Consolidate (rest),1,
2931,120,Turgeon,Correspond,0,
2932,120,Gillies 2,Invest,1,
2933,120,Furlong,Propose compact,1,Worts
2934,120,Beauvais,Dispute,0,Benjamin 2
2935,120,Smoke,Correspond,0,
2936,120,Benjamin 2,Dispute,1,Beauvais
2937,120,Chapais,Cultivate influence,1,
2938,120,Rouleau 2,Cultivate influence,0,
2939,120,Dickson,Correspond,1,Chapais
2940,120,Langelier 2,Invest,1,
2941,120,Stefaniuk 2,Propose compact,0,
2942,120,Uniacke,Cultivate influence,1,
2943,120,Jarvis,Name heir,1,
2944,120,Stefaniuk 3,Cultivate influence,1,
2945,120,Dyck,Expand,1,Bow River
2946,120,Cornwall 2,Correspond,0,
2947,120,Shawanaga,Cultivate influence,1,
2948,121,Elliott,Correspond,0,
2949,121,Wallace,Cultivate influence,1,
2950,121,Stefaniuk,Consolidate (rest),1,
2951,121,Benjamin,Consolidate (rest),1,
2952,121,Mercier,Dispute,0,Benjamin 2
2953,121,Bouchard,Correspond,1,Chapais
2954,121,Hays,Propose compact,0,
2955,121,McLellan,Cultivate influence,1,
2956,121,Cornwall,Expand,1,Coquitlam—Port Coquitlam
2957,121,Langelier,Correspond,1,Benjamin 2
2958,121,Meagher,Correspond,0,
2959,121,Hoover,Petition elevation,0,
2960,121,Rochon,Invest,1,
2961,121,Patterson,Cultivate influence,1,
2962,121,Cameron,Correspond,0,
2963,121,Bird,Invest,1,
2964,121,Cardinal,Correspond,0,
2965,121,Rouleau,Cultivate influence,0,
2966,121,Hendrie,Consolidate (rest),1,
2967,121,Bhullar,Cultivate influence,1,
2968,121,Pegahmagabow,Expand,0,
2969,121,Byrne,Correspond,1,Hays
2970,121,Meagher 2,Marriage alliance,1,Mercier
2971,121,Marchand,Invest,1,
2972,121,Skye,Propose compact,0,
2973,121,Proulx,Cultivate influence,1,
2974,121,Worts,Correspond,1,Cameron
2975,121,Colby,Correspond,1,Uniacke
2976,121,Gillies,Invest,1,
2977,121,Lucas,Cultivate influence,0,
2978,121,Dawes,Consolidate (rest),1,
2979,121,Wallace 2,Cultivate influence,0,
2980,121,Turgeon,Cultivate influence,1,
2981,121,Gillies 2,Correspond,1,Hendrie
2982,121,Furlong,Correspond,1,Meagher
2983,121,Beauvais,Cultivate influence,0,
2984,121,Smoke,Consolidate (rest),1,
2985,121,Benjamin 2,Consolidate (rest),1,
2986,121,Chapais,Name heir,1,
2987,121,Rouleau 2,Correspond,1,Proulx
2988,121,Dickson,Propose compact,1,Rouleau 2
2989,121,Langelier 2,Consolidate (rest),1,
2990,121,Stefaniuk 2,Marriage alliance,1,Cornwall 2
2991,121,Uniacke,Cultivate influence,1,
2992,121,Jarvis,Invest,1,
2993,121,Stefaniuk 3,Cultivate influence,1,
2994,121,Dyck,Consolidate (rest),1,
2995,121,Cornwall 2,Expand,1,Chilliwack—Hope
2996,121,Shawanaga,Cultivate influence,0,
2997,121,Cogswell,Expand,1,St. John's East
2998,122,Elliott,Invest,1,
2999,122,Wallace,Invest,1,
3000,122,Stefaniuk,Correspond,1,Langelier 2
3001,122,Benjamin,Propose compact,0,
3002,122,Mercier,Reconcile,0,
3003,122,Bouchard,Invest,1,
3004,122,Hays,Cultivate influence,0,
3005,122,McLellan,Petition elevation,0,
3006,122,Cornwall,Name heir,1,
3007,122,Langelier,Propose compact,0,
3008,122,Meagher,Cultivate influence,1,
3009,122,Hoover,Invest,1,
3010,122,Rochon,Petition elevation,1,
3011,122,Patterson,Correspond,1,Dawes
3012,122,Cameron,Invest,1,
3013,122,Bird,Invest,1,
3014,122,Cardinal,Invest,1,
3015,122,Rouleau,Cultivate influence,1,
3016,122,Hendrie,Correspond,0,
3017,122,Bhullar,Correspond,0,
3018,122,Pegahmagabow,Correspond,1,Meagher
3019,122,Byrne,Endow,1,
3020,122,Meagher 2,Propose compact,0,
3021,122,Marchand,Invest,1,
3022,122,Skye,Correspond,0,Hendrie
3023,122,Proulx,Consolidate (rest),1,
3024,122,Worts,Cultivate influence,0,
3025,122,Colby,Cultivate influence,0,
3026,122,Gillies,Expand,0,
3027,122,Lucas,Invest,1,
3028,122,Dawes,Invest,1,
3029,122,Wallace 2,Correspond,1,Wallace
3030,122,Turgeon,Invest,1,
3031,122,Gillies 2,Cultivate influence,0,
3032,122,Furlong,Dispute,1,Beauvais
3033,122,Beauvais,Correspond,1,Skye
3034,122,Smoke,Correspond,0,
3035,122,Benjamin 2,Cede / swap,1,Mercier
3036,122,Chapais,Invest,1,
3037,122,Rouleau 2,Name heir,1,
3038,122,Dickson,Marriage alliance,1,Rouleau 2
3039,122,Langelier 2,Invest,1,
3040,122,Stefaniuk 2,Cultivate influence,1,
3041,122,Uniacke,Cultivate influence,1,
3042,122,Jarvis,Expand,0,
3043,122,Stefaniuk 3,Correspond,0,
3044,122,Dyck,Correspond,1,Stefaniuk
3045,122,Cornwall 2,Correspond,1,Stefaniuk 3
3046,122,Shawanaga,Cultivate influence,1,
3047,122,Cogswell,Invest,1,
3048,123,Elliott,Invest,1,
3049,123,Wallace,Invest,1,
3050,123,Stefaniuk,Challenge (11b),0,Cardinal
3051,123,Benjamin,Invest,1,
3052,123,Mercier,Correspond,1,Skye
3053,123,Bouchard,Expand,1,Drummond
3054,123,Hays,Petition elevation,1,
3055,123,McLellan,Invest,1,
3056,123,Cornwall,Correspond,1,Cornwall 2
3057,123,Langelier,Cultivate influence,0,
3058,123,Meagher,Correspond,1,Furlong
3059,123,Hoover,Cultivate influence,0,
3060,123,Rochon,Cultivate influence,1,
3061,123,Patterson,Cultivate influence,1,
3062,123,Cameron,Expand,1,Willowdale
3063,123,Bird,Invest,1,
3064,123,Cardinal,Cultivate influence,0,
3065,123,Rouleau,Cultivate influence,1,
3066,123,Hendrie,Invest,1,
3067,123,Bhullar,Invest,1,
3068,123,Pegahmagabow,Cultivate influence,1,
3069,123,Byrne,Cultivate influence,1,
3070,123,Meagher 2,Cultivate influence,1,
3071,123,Marchand,Cultivate influence,0,
3072,123,Skye,Invest,1,
3073,123,Proulx,Cultivate influence,1,
3074,123,Worts,Cultivate influence,1,
3075,123,Colby,Consolidate (rest),1,
3076,123,Gillies,Consolidate (rest),1,
3077,123,Lucas,Consolidate (rest),1,
3078,123,Dawes,Correspond,1,Patterson
3079,123,Wallace 2,Expand,1,Niagara South
3080,123,Turgeon,Correspond,1,Pegahmagabow
3081,123,Gillies 2,Cultivate influence,1,
3082,123,Furlong,Correspond,0,
3083,123,Beauvais,Cultivate influence,0,
3084,123,Smoke,Cultivate influence,1,
3085,123,Benjamin 2,Correspond,1,Langelier
3086,123,Chapais,Cultivate influence,0,
3087,123,Rouleau 2,Cultivate influence,1,
3088,123,Dickson,Correspond,1,Chapais
3089,123,Langelier 2,Correspond,0,
3090,123,Stefaniuk 2,Cultivate influence,0,
3091,123,Uniacke,Correspond,1,Meagher
3092,123,Jarvis,Invest,1,
3093,123,Stefaniuk 3,Correspond,1,Bhullar
3094,123,Dyck,Name heir,1,
3095,123,Cornwall 2,Cultivate influence,0,
3096,123,Shawanaga,Name heir,1,
3097,123,Cogswell,Expand,0,
3098,124,Elliott,Cultivate influence,1,
3099,124,Wallace,Petition elevation,0,
3100,124,Stefaniuk,Invest,1,
3101,124,Benjamin,Dispute,1,Mercier
3102,124,Mercier,Cultivate influence,0,
3103,124,Bouchard,Invest,1,
3104,124,Hays,Invest,1,
3105,124,McLellan,Invest,1,
3106,124,Cornwall,Consolidate (rest),1,
3107,124,Langelier,Propose compact,1,Colby
3108,124,Meagher,Cultivate influence,1,
3109,124,Hoover,Cultivate influence,1,
3110,124,Rochon,Invest,1,
3111,124,Patterson,Correspond,1,Wallace 2
3112,124,Cameron,Consolidate (rest),1,
3113,124,Bird,Invest,1,
3114,124,Cardinal,Cultivate influence,0,
3115,124,Rouleau,Invest,1,
3116,124,Hendrie,Cultivate influence,1,
3117,124,Bhullar,Invest,1,
3118,124,Pegahmagabow,Consolidate (rest),1,
3119,124,Byrne,Invest,1,
3120,124,Meagher 2,Invest,1,
3121,124,Marchand,Consolidate (rest),1,
3122,124,Skye,Cultivate influence,0,
3123,124,Proulx,Petition elevation,1,
3124,124,Worts,Correspond,1,Cameron
3125,124,Colby,Cultivate influence,0,
3126,124,Gillies,Cultivate influence,1,
3127,124,Lucas,Cultivate influence,1,
3128,124,Dawes,Consolidate (rest),1,
3129,124,Wallace 2,Consolidate (rest),1,
3130,124,Turgeon,Correspond,1,Worts
3131,124,Gillies 2,Cultivate influence,1,
3132,124,Furlong,Correspond,0,
3133,124,Beauvais,Dispute,0,Hays
3134,124,Smoke,Consolidate (rest),1,
3135,124,Benjamin 2,Endow,1,
3136,124,Chapais,Consolidate (rest),1,
3137,124,Rouleau 2,Correspond,1,Chapais
3138,124,Dickson,Invest,1,
3139,124,Langelier 2,Correspond,1,Stefaniuk
3140,124,Stefaniuk 2,Cultivate influence,1,
3141,124,Uniacke,Cultivate influence,0,
3142,124,Jarvis,Expand,1,University—Rosedale
3143,124,Stefaniuk 3,Name heir,1,
3144,124,Dyck,Consolidate (rest),1,
3145,124,Cornwall 2,Consolidate (rest),1,
3146,124,Shawanaga,Invest,1,
3147,124,Cogswell,Expand,1,Avalon
3148,125,Elliott,Consolidate (rest),1,
3149,125,Wallace,Invest,1,
3150,125,Stefaniuk,Correspond,1,Dyck
3151,125,Benjamin,Consolidate (rest),1,
3152,125,Mercier,Invest,1,
3153,125,Bouchard,Cultivate influence,1,
3154,125,Hays,Propose compact,1,Byrne
3155,125,McLellan,Correspond,1,Dickson
3156,125,Cornwall,Marriage alliance,1,Stefaniuk 3
3157,125,Langelier,Cede / swap,1,Benjamin
3158,125,Meagher,Name heir,1,
3159,125,Hoover,Petition elevation,0,
3160,125,Rochon,Dispute,0,Worts
3161,125,Patterson,Cultivate influence,1,
3162,125,Cameron,Expand,1,Markham—Thornhill
3163,125,Bird,Cultivate influence,0,
3164,125,Cardinal,Invest,1,
3165,125,Rouleau,Petition elevation,0,
3166,125,Hendrie,Cultivate influence,0,
3167,125,Bhullar,Cultivate influence,1,
3168,125,Pegahmagabow,Expand,1,Churchill—Keewatinook Aski
3169,125,Byrne,Petition elevation,0,
3170,125,Meagher 2,Expand,1,Elgin—St. Thomas—London South
3171,125,Marchand,Cultivate influence,0,
3172,125,Skye,Propose compact,0,
3173,125,Proulx,Cultivate influence,1,
3174,125,Worts,Cede / swap,1,Smoke
3175,125,Colby,Cultivate influence,1,
3176,125,Gillies,Cultivate influence,1,
3177,125,Lucas,Cultivate influence,1,
3178,125,Dawes,Consolidate (rest),1,
3179,125,Wallace 2,Cultivate influence,1,
3180,125,Turgeon,Cultivate influence,1,
3181,125,Gillies 2,Propose compact,1,Hendrie
3182,125,Furlong,Cultivate influence,0,
3183,125,Beauvais,Invest,1,
3184,125,Smoke,Correspond,0,
3185,125,Benjamin 2,Invest,1,
3186,125,Chapais,Consolidate (rest),1,
3187,125,Rouleau 2,Correspond,1,Chapais
3188,125,Dickson,Consolidate (rest),1,
3189,125,Langelier 2,Consolidate (rest),1,
3190,125,Stefaniuk 2,Reconcile,0,
3191,125,Uniacke,Cultivate influence,1,
3192,125,Jarvis,Invest,1,
3193,125,Stefaniuk 3,Invest,1,
3194,125,Dyck,Consolidate (rest),1,
3195,125,Cornwall 2,Invest,1,
3196,125,Shawanaga,Consolidate (rest),1,
3197,125,Cogswell,Expand,1,Cape Spear
3198,125,Elliott 2,Cultivate influence,1,
3199,126,Elliott,Invest,1,
3200,126,Wallace,Consolidate (rest),1,
3201,126,Stefaniuk,Expand,1,Brandon—Souris
3202,126,Benjamin,Consolidate (rest),1,
3203,126,Mercier,Consolidate (rest),1,
3204,126,Bouchard,Correspond,1,Patterson
3205,126,Hays,Invest,1,
3206,126,McLellan,Cultivate influence,1,
3207,126,Cornwall,Consolidate (rest),1,
3208,126,Langelier,Invest,1,
3209,126,Meagher,Correspond,0,
3210,126,Hoover,Correspond,1,Gillies 2
3211,126,Rochon,Dispute,1,Worts
3212,126,Patterson,Correspond,1,Wallace 2
3213,126,Cameron,Consolidate (rest),1,
3214,126,Bird,Invest,1,
3215,126,Cardinal,Invest,1,
3216,126,Rouleau,Cultivate influence,1,
3217,126,Hendrie,Cede / swap,1,Worts
3218,126,Bhullar,Invest,1,
3219,126,Pegahmagabow,Cultivate influence,1,
3220,126,Byrne,Name heir,1,
3221,126,Meagher 2,Invest,1,
3222,126,Marchand,Cultivate influence,1,
3223,126,Skye,Cultivate influence,1,
3224,126,Proulx,Cultivate influence,0,
3225,126,Worts,Propose compact,0,
3226,126,Colby,Cultivate influence,0,
3227,126,Gillies,Propose compact,1,Hoover
3228,126,Lucas,Cultivate influence,0,
3229,126,Dawes,Cultivate influence,0,
3230,126,Wallace 2,Consolidate (rest),1,
3231,126,Turgeon,Cultivate influence,1,
3232,126,Gillies 2,Cultivate influence,0,
3233,126,Furlong,Dispute,1,Rouleau
3234,126,Beauvais,Correspond,0,
3235,126,Smoke,Invest,1,
3236,126,Benjamin 2,Propose compact,0,
3237,126,Chapais,Propose compact,1,Bouchard
3238,126,Rouleau 2,Propose compact,1,Marchand
3239,126,Dickson,Cultivate influence,0,
3240,126,Langelier 2,Invest,1,
3241,126,Stefaniuk 2,Invest,1,
3242,126,Uniacke,Invest,1,
3243,126,Jarvis,Cultivate influence,1,
3244,126,Stefaniuk 3,Invest,1,
3245,126,Dyck,Invest,1,
3246,126,Cornwall 2,Cultivate influence,0,
3247,126,Shawanaga,Cultivate influence,1,
3248,126,Cogswell,Consolidate (rest),1,
3249,126,Elliott 2,Cultivate influence,1,
3250,127,Elliott,Name heir,1,
3251,127,Wallace,Cultivate influence,1,
3252,127,Stefaniuk,Name heir,1,
3253,127,Benjamin,Invest,1,
3254,127,Mercier,Dispute,0,Chapais
3255,127,Bouchard,Cultivate influence,1,
3256,127,Hays,Consolidate (rest),1,
3257,127,McLellan,Consolidate (rest),1,
3258,127,Cornwall,Correspond,0,
3259,127,Langelier,Endow,1,
3260,127,Meagher,Propose compact,0,
3261,127,Hoover,Correspond,0,
3262,127,Rochon,Invest,1,
3263,127,Patterson,Consolidate (rest),1,
3264,127,Cameron,Invest,1,
3265,127,Bird,Cultivate influence,1,
3266,127,Cardinal,Dispute,0,Stefaniuk
3267,127,Rouleau,Invest,1,
3268,127,Hendrie,Cultivate influence,1,
3269,127,Bhullar,Dispute,1,Langelier
3270,127,Pegahmagabow,Cultivate influence,0,
3271,127,Byrne,Invest,1,
3272,127,Meagher 2,Invest,1,
3273,127,Marchand,Invest,1,
3274,127,Skye,Reconcile,0,
3275,127,Proulx,Correspond,0,
3276,127,Worts,Correspond,1,Turgeon
3277,127,Colby,Invest,1,
3278,127,Gillies,Invest,1,
3279,127,Lucas,Invest,1,
3280,127,Dawes,Correspond,0,
3281,127,Wallace 2,Propose compact,1,Patterson
3282,127,Turgeon,Cultivate influence,1,
3283,127,Gillies 2,Cultivate influence,1,
3284,127,Furlong,Cultivate influence,1,
3285,127,Beauvais,Consolidate (rest),1,
3286,127,Smoke,Invest,1,
3287,127,Benjamin 2,Cultivate influence,0,
3288,127,Chapais,Invest,1,
3289,127,Rouleau 2,Cultivate influence,1,
3290,127,Dickson,Correspond,1,McLellan
3291,127,Langelier 2,Marriage alliance,1,Stefaniuk
3292,127,Stefaniuk 2,Expand,1,Carlton Trail—Eagle Creek
3293,127,Uniacke,Consolidate (rest),1,
3294,127,Jarvis,Consolidate (rest),1,
3295,127,Stefaniuk 3,Correspond,0,
3296,127,Dyck,Consolidate (rest),1,
3297,127,Cornwall 2,Correspond,1,Stefaniuk 3
3298,127,Shawanaga,Cultivate influence,1,
3299,127,Cogswell,Correspond,1,Meagher
3300,127,Elliott 2,Cultivate influence,1,
3301,128,Elliott,Correspond,0,Gillies
3302,128,Wallace,Consolidate (rest),1,
3303,128,Stefaniuk,Propose compact,0,
3304,128,Benjamin,Correspond,1,Hays
3305,128,Mercier,Dispute,0,Chapais
3306,128,Bouchard,Name heir,1,
3307,128,Hays,Propose compact,0,
3308,128,McLellan,Invest,1,
3309,128,Cornwall,Cultivate influence,1,
3310,128,Langelier,Correspond,1,Beauvais
3311,128,Meagher,Correspond,1,Uniacke
3312,128,Hoover,Propose compact,1,Wallace
3313,128,Rochon,Invest,1,
3314,128,Patterson,Invest,1,
3315,128,Cameron,Cultivate influence,1,
3316,128,Bird,Propose compact,0,
3317,128,Cardinal,Dispute,1,Stefaniuk
3318,128,Rouleau,Cultivate influence,1,
3319,128,Hendrie,Correspond,0,
3320,128,Bhullar,Consolidate (rest),1,
3321,128,Pegahmagabow,Consolidate (rest),1,
3322,128,Byrne,Correspond,1,Cardinal
3323,128,Meagher 2,Expand,0,
3324,128,Marchand,Consolidate (rest),1,
3325,128,Skye,Correspond,0,
3326,128,Proulx,Propose compact,0,
3327,128,Worts,Petition elevation,0,
3328,128,Colby,Cultivate influence,1,
3329,128,Gillies,Invest,1,
3330,128,Lucas,Cultivate influence,0,
3331,128,Dawes,Invest,1,
3332,128,Wallace 2,Expand,1,London—Fanshawe
3333,128,Turgeon,Correspond,1,Langelier 2
3334,128,Gillies 2,Name heir,1,
3335,128,Furlong,Dispute,1,Beauvais
3336,128,Beauvais,Reconcile,0,
3337,128,Smoke,Invest,1,
3338,128,Benjamin 2,Consolidate (rest),1,
3339,128,Chapais,Reconcile,1,Mercier
3340,128,Rouleau 2,Propose compact,0,
3341,128,Dickson,Correspond,1,Jarvis
3342,128,Langelier 2,Invest,1,
3343,128,Stefaniuk 2,Dispute,0,Stefaniuk
3344,128,Uniacke,Cultivate influence,1,
3345,128,Jarvis,Cultivate influence,0,
3346,128,Stefaniuk 3,Invest,1,
3347,128,Dyck,Invest,1,
3348,128,Cornwall 2,Propose compact,0,
3349,128,Shawanaga,Invest,1,
3350,128,Cogswell,Name heir,1,
3351,128,Elliott 2,Invest,1,
3352,129,Elliott,Cultivate influence,1,
3353,129,Wallace,Consolidate (rest),1,
3354,129,Stefaniuk,Invest,1,
3355,129,Benjamin,Cultivate influence,1,
3356,129,Mercier,Correspond,1,Benjamin 2
3357,129,Bouchard,Invest,1,
3358,129,Hays,Endow,1,
3359,129,McLellan,Correspond,1,Rouleau 2
3360,129,Cornwall,Invest,1,
3361,129,Langelier,Cultivate influence,0,
3362,129,Meagher,Propose compact,1,Turgeon
3363,129,Hoover,Cultivate influence,1,
3364,129,Rochon,Propose compact,0,
3365,129,Patterson,Correspond,1,Wallace 2
3366,129,Cameron,Reconcile,1,Gillies 2
3367,129,Bird,Consolidate (rest),1,
3368,129,Cardinal,Expand,0,
3369,129,Rouleau,Consolidate (rest),1,
3370,129,Hendrie,Propose compact,0,
3371,129,Bhullar,Cultivate influence,1,
3372,129,Pegahmagabow,Petition elevation,1,
3373,129,Byrne,Petition elevation,1,
3374,129,Meagher 2,Invest,1,
3375,129,Marchand,Propose compact,0,
3376,129,Skye,Cultivate influence,0,
3377,129,Proulx,Petition elevation,0,
