id,turn_id,kind,era_cohort,title,narrative,mechanical_delta,source,created_at
99,,other,confederation,Viscount Meagher of Chatham names an heir,Season 19 · Viscount Meagher of Chatham names Josephine Meagher heir.,"{""season"": 19, ""heir_age"": 38, ""role"": ""heir""}",engine,2026-09-08 13:29:24
100,,relational,confederation,Baron Elliott of Glengarry and Viscount Benjamin of Bellechasse are joined by marriage,"Season 20 · Norah Elliott marries Emanuel Benjamin, binding Baron Elliott of Glengarry to Viscount Benjamin of Bellechasse.","{""season"": 20, ""marker"": ""kin""}",engine,2026-09-08 13:29:24
101,,societal,confederation,CPR Strike,Season 20 · Viscount Wallace of Perth meets CPR Strike and exploits.,"{""season"": 20, ""response"": ""Exploit"", ""roll"": 5, ""personal_year"": 1883, ""magnitude"": ""Significant"", ""tag"": ""Mixed""}",engine,2026-09-08 13:29:24
102,,other,confederation,Viscount Wallace of Perth endows an institution,Season 20 · Viscount Wallace of Perth endows an institution.,"{""season"": 20}",engine,2026-09-08 13:29:24
103,,societal,confederation,CPR Strike,Season 20 · Baron Stefaniuk of Emerson meets CPR Strike and resists.,"{""season"": 20, ""response"": ""Resist"", ""roll"": 2, ""personal_year"": 1883, ""magnitude"": ""Significant"", ""tag"": ""Mixed""}",engine,2026-09-08 13:29:24
104,,societal,confederation,National Policy,Season 20 · Viscount Mercier de Rimouski meets National Policy and exploits.,"{""season"": 20, ""response"": ""Exploit"", ""roll"": 5, ""personal_year"": 1878, ""magnitude"": ""Significant"", ""tag"": ""Conservative""}",engine,2026-09-08 13:29:24
105,,societal,confederation,Indian Act,Season 20 · Viscount Hays of Beloeil meets Indian Act and exploits.,"{""season"": 20, ""response"": ""Exploit"", ""roll"": 5, ""personal_year"": 1876, ""magnitude"": ""Major"", ""tag"": ""Conservative""}",engine,2026-09-08 13:29:24
106,,societal,confederation,Long Depression Reaches Canada,Season 20 · Baron McLellan of Belfast meets Long Depression Reaches Canada and resists.,"{""season"": 20, ""response"": ""Resist"", ""roll"": 3, ""personal_year"": 1874, ""magnitude"": ""Major"", ""tag"": ""Conservative""}",engine,2026-09-08 13:29:24
107,,societal,confederation,Pacific Scandal,Season 20 · Baron Cornwall of Steveston meets Pacific Scandal and exploits.,"{""season"": 20, ""response"": ""Exploit"", ""roll"": 4, ""personal_year"": 1873, ""magnitude"": ""Significant"", ""tag"": ""Progressive""}",engine,2026-09-08 13:29:24
108,,other,confederation,Baron Cornwall of Steveston names an heir,Season 20 · Baron Cornwall of Steveston names Frances Cornwall heir.,"{""season"": 20, ""heir_age"": 23, ""role"": ""heir""}",engine,2026-09-08 13:29:24
109,,societal,confederation,Confederation Extension (Manitoba Act),Season 20 · Baron Langelier de Charlevoix meets Confederation Extension (Manitoba Act) and exploits.,"{""season"": 20, ""response"": ""Exploit"", ""roll"": 4, ""personal_year"": 1870, ""magnitude"": ""Major"", ""tag"": ""Mixed""}",engine,2026-09-08 13:29:24
110,,societal,confederation,Red River Resistance,Season 20 · Viscount Meagher of Chatham meets Red River Resistance and resists.,"{""season"": 20, ""response"": ""Resist"", ""roll"": 2, ""personal_year"": 1869, ""magnitude"": ""Major"", ""tag"": ""Mixed""}",engine,2026-09-08 13:29:24
111,,founding,confederation,Baron Hoover of Simcoe founded,"Season 20 · Baron Hoover of Simcoe is created, seated at Ottawa South.","{""season"": 20, ""stats"": {""capital"": 48, ""influence"": 37, ""cohesion"": 68, ""ambition"": 1}, ""community"": ""Mennonite and Pennsylvania German"", ""tag"": ""Mixed""}",engine,2026-09-08 13:29:24
112,,relational,confederation,Baron Elliott of Glengarry corresponds with Viscount Hays of Beloeil,Season 21 · Baron Elliott of Glengarry opens a correspondence with Viscount Hays of Beloeil.,"{""season"": 21, ""marker"": ""+""}",engine,2026-09-08 13:29:24
113,,expansion,confederation,Viscount Wallace of Perth takes Niagara Falls—Niagara-on-the-Lake,Season 21 · Viscount Wallace of Perth takes Niagara Falls—Niagara-on-the-Lake.,"{""season"": 21, ""riding"": ""Niagara Falls\u2014Niagara-on-the-Lake"", ""roll"": 7}",engine,2026-09-08 13:29:24
114,,societal,confederation,National Policy,Season 21 · Viscount Bouchard de Terrebonne meets National Policy and stands aside.,"{""season"": 21, ""response"": ""Neutral"", ""roll"": 1, ""personal_year"": 1878, ""magnitude"": ""Significant"", ""tag"": ""Conservative""}",engine,2026-09-08 13:29:24
115,,succession,confederation,Viscount Bouchard de Terrebonne: clean succession,Season 21 · Lomer Bouchard succeeds to Viscount Bouchard de Terrebonne.,"{""season"": 21, ""nature"": ""clean"", ""cause"": ""death""}",engine,2026-09-08 13:29:24
116,,relational,confederation,Viscount Bouchard de Terrebonne corresponds with Baron McLellan of Belfast,Season 21 · Viscount Bouchard de Terrebonne opens a correspondence with Baron McLellan of Belfast.,"{""season"": 21, ""marker"": ""+""}",engine,2026-09-08 13:29:24
117,,societal,confederation,Long Depression Reaches Canada,Season 21 · Baron Cornwall of Steveston meets Long Depression Reaches Canada and resists.,"{""season"": 21, ""response"": ""Resist"", ""roll"": 3, ""personal_year"": 1874, ""magnitude"": ""Major"", ""tag"": ""Conservative""}",engine,2026-09-08 13:29:24
118,,societal,confederation,British Columbia Joins; Treaty 1 Signed,Season 21 · Baron Langelier de Charlevoix meets British Columbia Joins; Treaty 1 Signed and stands aside.,"{""season"": 21, ""response"": ""Neutral"", ""roll"": 1, ""personal_year"": 1871, ""magnitude"": ""Significant"", ""tag"": ""Mixed""}",engine,2026-09-08 13:29:24
119,,relational,confederation,Baron Langelier de Charlevoix corresponds with Viscount Mercier de Rimouski,Season 21 · Baron Langelier de Charlevoix opens a correspondence with Viscount Mercier de Rimouski.,"{""season"": 21, ""marker"": ""+""}",engine,2026-09-08 13:29:24
120,,societal,confederation,Confederation Extension (Manitoba Act),Season 21 · Viscount Meagher of Chatham meets Confederation Extension (Manitoba Act) and leads.,"{""season"": 21, ""response"": ""Lead"", ""roll"": 6, ""personal_year"": 1870, ""magnitude"": ""Major"", ""tag"": ""Mixed""}",engine,2026-09-08 13:29:24
121,,societal,confederation,Canadian Pacific Railway Chartered,Season 22 · Baron Elliott of Glengarry meets Canadian Pacific Railway Chartered and leads.,"{""season"": 22, ""response"": ""Lead"", ""roll"": 6, ""personal_year"": 1881, ""magnitude"": ""Significant"", ""tag"": ""Mixed""}",engine,2026-09-08 13:29:24
122,,societal,confederation,Chinese Immigration Act,Season 22 · Viscount Wallace of Perth meets Chinese Immigration Act and exploits.,"{""season"": 22, ""response"": ""Exploit"", ""roll"": 4, ""personal_year"": 1885, ""magnitude"": ""Significant"", ""tag"": ""Conservative""}",engine,2026-09-08 13:29:24
123,,societal,confederation,North-West Resistance,Season 22 · Baron Stefaniuk of Emerson meets North-West Resistance and exploits.,"{""season"": 22, ""response"": ""Exploit"", ""roll"": 5, ""personal_year"": 1885, ""magnitude"": ""Major"", ""tag"": ""Conservative""}",engine,2026-09-08 13:29:24
124,,societal,confederation,Canadian Pacific Railway Chartered,Season 22 · Viscount Benjamin of Bellechasse meets Canadian Pacific Railway Chartered and stands aside.,"{""season"": 22, ""response"": ""Neutral"", ""roll"": 1, ""personal_year"": 1881, ""magnitude"": ""Significant"", ""tag"": ""Mixed""}",engine,2026-09-08 13:29:24
125,,societal,confederation,National Policy,Season 22 · Viscount Hays of Beloeil meets National Policy and exploits.,"{""season"": 22, ""response"": ""Exploit"", ""roll"": 5, ""personal_year"": 1878, ""magnitude"": ""Significant"", ""tag"": ""Conservative""}",engine,2026-09-08 13:29:24
126,,societal,confederation,Indian Act,Season 22 · Baron McLellan of Belfast meets Indian Act and resists.,"{""season"": 22, ""response"": ""Resist"", ""roll"": 2, ""personal_year"": 1876, ""magnitude"": ""Major"", ""tag"": ""Conservative""}",engine,2026-09-08 13:29:24
127,,relational,confederation,Baron McLellan of Belfast corresponds with Viscount Mercier de Rimouski,Season 22 · Baron McLellan of Belfast opens a correspondence with Viscount Mercier de Rimouski.,"{""season"": 22, ""marker"": ""\u25ce""}",engine,2026-09-08 13:29:24
128,,societal,confederation,British Columbia Joins; Treaty 1 Signed,Season 22 · Viscount Meagher of Chatham meets British Columbia Joins; Treaty 1 Signed and leads.,"{""season"": 22, ""response"": ""Lead"", ""roll"": 6, ""personal_year"": 1871, ""magnitude"": ""Significant"", ""tag"": ""Mixed""}",engine,2026-09-08 13:29:24
129,,societal,confederation,Red River Resistance,Season 22 · Baron Hoover of Simcoe meets Red River Resistance and exploits.,"{""season"": 22, ""response"": ""Exploit"", ""roll"": 5, ""personal_year"": 1869, ""magnitude"": ""Major"", ""tag"": ""Mixed""}",engine,2026-09-08 13:29:24
130,,expansion,confederation,Viscount Wallace of Perth takes Flamborough—Glanbrook—Brant North,Season 23 · Viscount Wallace of Perth takes Flamborough—Glanbrook—Brant North.,"{""season"": 23, ""riding"": ""Flamborough\u2014Glanbrook\u2014Brant North"", ""roll"": 11}",engine,2026-09-08 13:29:24
131,,societal,confederation,Canadian Pacific Railway Chartered,Season 23 · Viscount Mercier de Rimouski meets Canadian Pacific Railway Chartered and exploits.,"{""season"": 23, ""response"": ""Exploit"", ""roll"": 5, ""personal_year"": 1881, ""magnitude"": ""Significant"", ""tag"": ""Mixed""}",engine,2026-09-08 13:29:24
132,,relational,confederation,Baron McLellan of Belfast corresponds with Viscount Mercier de Rimouski,Season 23 · Baron McLellan of Belfast opens a correspondence with Viscount Mercier de Rimouski.,"{""season"": 23, ""marker"": ""+""}",engine,2026-09-08 13:29:24
133,,societal,confederation,Indian Act,Season 23 · Baron Cornwall of Steveston meets Indian Act and leads.,"{""season"": 23, ""response"": ""Lead"", ""roll"": 6, ""personal_year"": 1876, ""magnitude"": ""Major"", ""tag"": ""Conservative""}",engine,2026-09-08 13:29:24
134,,societal,confederation,Pacific Scandal,Season 23 · Baron Langelier de Charlevoix meets Pacific Scandal and exploits.,"{""season"": 23, ""response"": ""Exploit"", ""roll"": 4, ""personal_year"": 1873, ""magnitude"": ""Significant"", ""tag"": ""Progressive""}",engine,2026-09-08 13:29:24
135,,societal,confederation,Confederation Extension (Manitoba Act),Season 23 · Baron Hoover of Simcoe meets Confederation Extension (Manitoba Act) and leads.,"{""season"": 23, ""response"": ""Lead"", ""roll"": 7, ""personal_year"": 1870, ""magnitude"": ""Major"", ""tag"": ""Mixed""}",engine,2026-09-08 13:29:24
136,,societal,confederation,CPR Strike,Season 24 · Baron Elliott of Glengarry meets CPR Strike and leads.,"{""season"": 24, ""response"": ""Lead"", ""roll"": 7, ""personal_year"": 1883, ""magnitude"": ""Significant"", ""tag"": ""Mixed""}",engine,2026-09-08 13:29:24
137,,societal,confederation,CPR Strike,Season 24 · Viscount Benjamin of Bellechasse meets CPR Strike and exploits.,"{""season"": 24, ""response"": ""Exploit"", ""roll"": 5, ""personal_year"": 1883, ""magnitude"": ""Significant"", ""tag"": ""Mixed""}",engine,2026-09-08 13:29:24
138,,expansion,confederation,Viscount Benjamin of Bellechasse takes Saint-Maurice—Champlain,Season 24 · Viscount Benjamin of Bellechasse takes Saint-Maurice—Champlain.,"{""season"": 24, ""riding"": ""Saint-Maurice\u2014Champlain"", ""roll"": 7}",engine,2026-09-08 13:29:24
139,,societal,confederation,National Policy,Season 24 · Baron McLellan of Belfast meets National Policy and resists.,"{""season"": 24, ""response"": ""Resist"", ""roll"": 2, ""personal_year"": 1878, ""magnitude"": ""Significant"", ""tag"": ""Conservative""}",engine,2026-09-08 13:29:24
140,,relational,confederation,Baron McLellan of Belfast corresponds with Viscount Mercier de Rimouski,Season 24 · Baron McLellan of Belfast opens a correspondence with Viscount Mercier de Rimouski.,"{""season"": 24, ""marker"": ""+""}",engine,2026-09-08 13:29:24
141,,societal,confederation,Long Depression Reaches Canada,Season 24 · Baron Langelier de Charlevoix meets Long Depression Reaches Canada and exploits.,"{""season"": 24, ""response"": ""Exploit"", ""roll"": 5, ""personal_year"": 1874, ""magnitude"": ""Major"", ""tag"": ""Conservative""}",engine,2026-09-08 13:29:24
142,,societal,confederation,Pacific Scandal,Season 24 · Viscount Meagher of Chatham meets Pacific Scandal and resists.,"{""season"": 24, ""response"": ""Resist"", ""roll"": 2, ""personal_year"": 1873, ""magnitude"": ""Significant"", ""tag"": ""Progressive""}",engine,2026-09-08 13:29:24
143,,societal,confederation,British Columbia Joins; Treaty 1 Signed,Season 24 · Baron Hoover of Simcoe meets British Columbia Joins; Treaty 1 Signed and resists.,"{""season"": 24, ""response"": ""Resist"", ""roll"": 2, ""personal_year"": 1871, ""magnitude"": ""Significant"", ""tag"": ""Mixed""}",engine,2026-09-08 13:29:24
144,,other,confederation,Baron Hoover of Simcoe endows an institution,Season 24 · Baron Hoover of Simcoe endows an institution.,"{""season"": 24}",engine,2026-09-08 13:29:24
145,,societal,confederation,Jesuits' Estates Act Controversy,Season 25 · Viscount Wallace of Perth meets Jesuits' Estates Act Controversy and stands aside.,"{""season"": 25, ""response"": ""Neutral"", ""roll"": 1, ""personal_year"": 1888, ""magnitude"": ""Significant"", ""tag"": ""Conservative""}",engine,2026-09-08 13:29:24
146,,societal,confederation,Jesuits' Estates Act Controversy,Season 25 · Baron Stefaniuk of Emerson meets Jesuits' Estates Act Controversy and resists.,"{""season"": 25, ""response"": ""Resist"", ""roll"": 2, ""personal_year"": 1888, ""magnitude"": ""Significant"", ""tag"": ""Conservative""}",engine,2026-09-08 13:29:24
147,,societal,confederation,CPR Strike,Season 25 · Viscount Mercier de Rimouski meets CPR Strike and exploits.,"{""season"": 25, ""response"": ""Exploit"", ""roll"": 4, ""personal_year"": 1883, ""magnitude"": ""Significant"", ""tag"": ""Mixed""}",engine,2026-09-08 13:29:24
148,,succession,confederation,Viscount Mercier de Rimouski: clean succession,Season 25 · Hyacinthe Mercier succeeds to Viscount Mercier de Rimouski.,"{""season"": 25, ""nature"": ""clean"", ""cause"": ""death""}",engine,2026-09-08 13:29:24
149,,expansion,confederation,Viscount Bouchard de Terrebonne takes Québec Centre,Season 25 · Viscount Bouchard de Terrebonne takes Québec Centre.,"{""season"": 25, ""riding"": ""Qu\u00e9bec Centre"", ""roll"": 9}",engine,2026-09-08 13:29:24
150,,societal,confederation,Canadian Pacific Railway Chartered,Season 25 · Viscount Hays of Beloeil meets Canadian Pacific Railway Chartered and leads.,"{""season"": 25, ""response"": ""Lead"", ""roll"": 6, ""personal_year"": 1881, ""magnitude"": ""Significant"", ""tag"": ""Mixed""}",engine,2026-09-08 13:29:24
151,,relational,confederation,Baron McLellan of Belfast corresponds with Viscount Benjamin of Bellechasse,Season 25 · Baron McLellan of Belfast opens a correspondence with Viscount Benjamin of Bellechasse.,"{""season"": 25, ""marker"": ""\u25ce""}",engine,2026-09-08 13:29:24
152,,societal,confederation,National Policy,Season 25 · Baron Cornwall of Steveston meets National Policy and leads.,"{""season"": 25, ""response"": ""Lead"", ""roll"": 6, ""personal_year"": 1878, ""magnitude"": ""Significant"", ""tag"": ""Conservative""}",engine,2026-09-08 13:29:24
153,,societal,confederation,Long Depression Reaches Canada,Season 25 · Viscount Meagher of Chatham meets Long Depression Reaches Canada and stands aside.,"{""season"": 25, ""response"": ""Neutral"", ""roll"": 1, ""personal_year"": 1874, ""magnitude"": ""Major"", ""tag"": ""Conservative""}",engine,2026-09-08 13:29:24
154,,relational,confederation,Viscount Meagher of Chatham corresponds with Baron Langelier de Charlevoix,Season 25 · Viscount Meagher of Chatham opens a correspondence with Baron Langelier de Charlevoix.,"{""season"": 25, ""marker"": ""\u25ce""}",engine,2026-09-08 13:29:24
155,,societal,confederation,Last Spike at Craigellachie,Season 26 · Baron Elliott of Glengarry meets Last Spike at Craigellachie and resists.,"{""season"": 26, ""response"": ""Resist"", ""roll"": 2, ""personal_year"": 1885, ""magnitude"": ""Significant"", ""tag"": ""Mixed""}",engine,2026-09-08 13:29:24
156,,relational,confederation,Viscount Wallace of Perth corresponds with Viscount Benjamin of Bellechasse,Season 26 · Viscount Wallace of Perth opens a correspondence with Viscount Benjamin of Bellechasse.,"{""season"": 26, ""marker"": ""\u25ce""}",engine,2026-09-08 13:29:24
157,,expansion,confederation,Baron Stefaniuk of Emerson takes Yorkton—Melville,Season 26 · Baron Stefaniuk of Emerson takes Yorkton—Melville.,"{""season"": 26, ""riding"": ""Yorkton\u2014Melville"", ""roll"": 8}",engine,2026-09-08 13:29:24
